chunk_size_1,downloading_time_1,chunk_size_2,downloading_time_2,chunk_size_3,downloading_time_3,chunk_size_4,downloading_time_4,chunk_size_5,downloading_time_5,chunk_size_6,downloading_time_6,chunk_size_7,downloading_time_7,chunk_size_8,downloading_time_8,bandwidth,delay,chunk_size_9,downloading_time_9
0.034711,0.017815,0.324418,0.083148,0.285326,0.067004,0.415934,0.132152,0.402184,0.349542,0.578058,0.141696,0.579114,0.234517,0.42768,0.078858,0.06871021386568785,0.036413,0.436176,0.112587
0.271986,0.080119,0.003643,0.001609,0.361703,0.136757,0.39923,0.093083,0.461213,0.107404,0.438499,0.080969,0.498439,0.08576,0.067564,0.013772,0.06871021386568785,0.038372,0.157147,0.090628
0.659319,0.117669,0.572473,0.095939,0.525442,0.127185,0.009199,0.004979,0.557692,0.131898,0.450769,0.086899,0.53097,0.107185,0.537674,0.158656,0.06871021386568785,0.040067,0.43456,0.114933
0.396232,0.07369,0.042807,0.036654,0.165339,0.046611,0.37189,0.078158,0.467964,0.317501,0.395447,0.063002,0.366129,0.061604,0.325599,0.070076,0.06871021386568785,0.04011,0.058442,0.02589
0.391372,0.072963,0.370167,0.064379,0.006526,0.011151,0.286279,0.057694,0.26332,0.074852,0.003643,0.000728,0.523707,0.122206,0.397341,0.06866,0.06871021386568785,0.0369,0.515465,0.0981
0.443632,0.089543,0.014991,0.01567,0.724469,0.237114,0.337228,0.065722,0.265365,0.064817,0.250854,0.074762,0.310967,0.071508,0.38814,0.104571,0.06871021386568785,0.039496,0.508019,0.122504
0.396266,0.109904,0.41299,0.073963,0.488568,0.072828,0.411725,0.079315,0.482555,0.098537,0.521521,0.078147,0.225118,0.067901,0.003643,0.062645,0.06871021386568785,0.039562,0.003643,0.001438
0.003643,0.007025,0.003643,0.085513,0.025315,0.019577,0.095806,0.048779,0.003643,0.001968,0.260878,0.060269,0.292078,0.06761,0.662246,0.209881,0.06871021386568785,0.039416,0.960415,0.207584
1.08511,0.16797,1.051131,0.154168,0.89355,0.149551,0.876779,0.107861,0.639599,0.093758,1.074384,0.141421,0.917247,0.106796,0.003643,0.011167,0.06871021386568785,0.036114,0.003643,0.003886
0.003643,0.004596,0.003643,0.002476,0.003643,0.004311,0.003643,0.067234,0.044104,0.009632,0.716349,0.087034,0.050171,0.017119,0.36829,0.082311,0.06871021386568785,0.042874,0.31625,0.065126
0.544657,0.09472,0.567154,0.279582,0.573891,0.083402,0.939405,0.115832,0.326303,0.068116,0.292791,0.071837,0.331629,0.051964,0.544837,0.074792,0.1592568306010929,0.038085,0.596319,0.117915
0.624015,0.139923,0.790976,0.145467,0.818158,0.256102,0.127459,0.061262,0.579572,0.15909,0.404044,0.114896,0.003643,0.06077,0.576624,0.069148,0.1592568306010929,0.037149,0.412522,0.051851
0.003643,0.002128,0.003643,0.004848,0.003643,0.001871,0.003643,0.00417,0.003643,0.011304,0.020907,0.015522,0.003643,0.010092,0.416014,0.072923,0.1592568306010929,0.038147,0.593813,0.066853
0.324569,0.07516,0.566612,0.08885,0.636232,0.136196,0.684606,0.107637,0.581765,0.10077,0.139257,0.029356,0.141075,0.02587,0.353642,0.063844,0.1592568306010929,0.036621,1.0046,0.150379
1.181089,0.249958,1.406383,0.217769,0.726865,0.151116,1.18901,0.161598,1.043597,0.166947,0.829711,0.107775,0.003643,0.015476,0.003643,0.006078,0.1592568306010929,0.04131,0.003643,0.03369
0.003643,0.008536,0.003643,0.042973,0.003643,0.044166,0.003643,0.000738,0.032848,0.007963,0.003643,0.015608,0.003643,0.008445,0.003643,0.005379,0.1592568306010929,0.03957,0.003643,0.00643
0.003643,0.001103,0.006526,0.004071,0.938248,0.324351,0.003643,0.004046,0.551048,0.09641,0.516509,0.103759,0.479344,0.051145,0.201543,0.053738,0.1592568306010929,0.041109,0.356698,0.062891
0.362509,0.078848,0.651737,0.079741,0.700383,0.105247,0.224599,0.043627,0.495103,0.068223,0.338823,0.045322,0.449448,0.06847,1.940359,0.246731,0.1592568306010929,0.041931,1.557405,0.387069
0.600541,0.150382,0.517935,0.051403,1.423417,0.188709,0.204329,0.051944,0.104229,0.075523,1.010601,0.196331,2.067156,0.319374,0.039376,0.018059,0.1592568306010929,0.041912,0.463342,0.112088
1.045226,0.138442,0.717128,0.118921,0.133588,0.045231,0.285555,0.048667,0.003643,0.061939,0.024704,0.085857,0.003643,0.000183,0.003643,0.000858,0.1592568306010929,0.047583,0.508726,0.067417
0.113239,0.04432,0.003643,0.000946,0.003643,0.00716,0.003643,0.003636,0.027741,0.098458,0.126248,0.045441,0.329532,0.054055,0.614122,0.144213,0.1592568306010929,0.039622,0.733245,0.138378
0.713792,0.1022,0.653976,0.092677,0.480286,0.124405,0.417684,0.053815,0.4101,0.127308,0.419634,0.110714,0.427662,0.068842,0.470254,0.065847,0.1592568306010929,0.037224,0.41614,0.090776
0.227841,0.115133,0.442684,0.047988,0.493629,0.074822,0.441701,0.06719,0.086271,0.024865,0.003643,0.022984,0.003643,0.002143,0.004681,0.010329,1.0049655172413794,0.036795,0.025957,0.008205
0.003643,0.012824,0.65585,0.16688,0.425548,0.054588,0.493224,0.091447,0.241043,0.051759,0.525296,0.313999,0.549981,0.224098,0.326573,0.057937,1.0049655172413794,0.039032,0.254273,0.033968
0.563569,0.080182,0.643426,0.094286,0.590826,0.292829,0.579246,0.080635,0.471923,0.081909,0.438495,0.06594,0.170686,0.040407,0.591227,0.117816,1.0049655172413794,0.041244,0.407772,0.174756
0.703496,0.097467,0.464431,0.097718,0.464301,0.098208,0.252333,0.073042,0.2333,0.086602,0.003643,0.003505,0.003643,0.006171,0.003643,0.012811,1.0049655172413794,0.038889,0.004053,0.002111
0.003643,0.0077,0.497081,0.080594,0.003643,2.9e-05,0.554284,0.110864,0.534815,0.114021,0.512581,0.107306,0.490555,0.17197,0.520602,0.063067,1.0049655172413794,0.035394,0.676108,0.168606
0.684084,0.134058,0.65649,0.090729,0.413271,0.06978,0.507366,0.087267,0.396537,0.06169,0.356045,0.053005,0.50038,0.060049,0.492276,0.078884,1.0049655172413794,0.055398,0.58219,0.082602
0.598439,0.098924,0.578479,0.075957,0.146074,0.025903,0.003643,0.020141,0.003643,0.003454,0.003643,0.00534,0.003643,0.008327,0.006526,0.007312,1.0049655172413794,0.034867,0.003643,0.004133
0.028718,0.027794,0.612937,0.107348,0.342703,0.063883,0.524298,0.0579,0.516912,0.076971,0.520234,0.092535,0.453672,0.068263,0.217079,0.047953,1.0049655172413794,0.041441,0.288595,0.079559
0.46412,0.057828,0.427366,0.084492,0.591556,0.09969,0.53702,0.11337,0.489533,0.106212,0.488565,0.130458,0.653954,0.100873,0.4575,0.083856,1.0049655172413794,0.038957,0.336704,0.058043
0.65694,0.133716,0.216822,0.053232,0.67648,0.089686,0.516005,0.073486,0.035938,0.067868,0.052222,0.02421,0.55308,0.085889,0.501246,0.070054,1.0049655172413794,0.036886,0.404136,0.067114
0.286817,0.058396,0.363816,0.070294,0.485969,0.080062,0.362189,0.04389,0.529222,0.142317,0.215396,0.045978,0.622844,0.37607,0.516148,0.095304,1.0049655172413794,0.04114,0.378695,0.06286
0.356339,0.050798,0.479138,0.065082,0.38827,0.05635,0.445208,0.084292,0.446914,0.068786,0.400511,0.073064,0.588176,0.080565,0.332344,0.072125,0.13091261690286304,0.044597,0.441758,0.078403
0.62282,0.112094,0.592183,0.219582,0.570419,0.034858,0.003643,0.022374,0.777292,0.083449,0.380956,0.083701,0.308889,0.062812,0.370591,0.091885,0.13091261690286304,0.044451,0.409372,0.069549
0.346333,0.077311,0.440642,0.077834,0.482166,0.085492,0.373693,0.073387,0.343633,0.053484,0.385034,0.062995,0.346743,0.094288,0.406483,0.06398,0.13091261690286304,0.036795,0.503642,0.103205
0.371558,0.057367,0.342361,0.058452,0.248365,0.072457,0.444625,0.118564,0.417501,0.082107,0.386917,0.086877,0.38927,0.065113,0.371454,0.150409,0.13091261690286304,0.03648,0.465767,0.06952
0.481895,0.148914,0.511494,0.091528,0.300898,0.062841,0.213206,0.056525,0.353846,0.071098,0.389482,0.069444,0.373207,0.084454,0.832658,0.179819,0.13091261690286304,0.040338,0.583533,0.076662
0.517659,0.090742,0.401965,0.081191,0.007097,0.005919,0.359502,0.104187,0.442994,0.070756,0.449393,0.083968,0.396689,0.071859,0.458561,0.071417,0.13091261690286304,0.041311,0.529066,0.099689
0.510347,0.099196,0.56766,0.093221,0.47114,0.100823,0.294867,0.050824,0.54478,0.07821,0.533282,0.133758,0.5029,0.125039,0.643316,0.076097,0.13091261690286304,0.038227,0.022774,0.001773
0.672086,0.076098,0.647444,0.103474,0.565403,0.081316,0.633847,0.108447,0.493863,0.078372,0.521107,0.102729,0.44813,0.079993,0.417648,0.058305,0.13091261690286304,0.038266,0.334766,0.059734
0.525719,0.072793,0.600974,0.184816,0.473692,0.046166,0.459545,0.080496,0.348851,0.142229,0.059662,0.037196,0.369648,0.073197,0.501023,0.09895,0.13091261690286304,0.038543,0.178758,0.042457
0.504333,0.082295,0.23515,0.052864,0.255797,0.034659,0.177609,0.059269,0.208355,0.134911,1.589125,0.289913,1.103924,0.448352,1.200889,0.297885,0.13091261690286304,0.040697,1.023387,0.192303
0.455871,0.074521,1.097277,0.254316,0.594658,0.092463,0.476219,0.073779,0.756115,0.138786,0.683917,0.119846,0.637242,0.085276,0.688925,0.10204,0.13091261690286304,0.037127,0.609294,0.114873
0.789518,0.472203,0.1325,0.045617,0.739596,0.103307,0.523811,0.085175,0.684729,0.178564,0.900045,0.151566,0.693865,0.112475,0.570029,0.095001,0.085132033113512,0.045325,0.245701,0.112675
0.615968,0.106249,0.934374,0.134709,0.874436,0.097896,0.951475,0.167602,0.556935,0.105363,0.752901,0.10064,1.08318,0.238594,0.710355,0.147004,0.085132033113512,0.039874,0.921946,0.114126
0.793008,0.115998,0.819532,0.162769,0.926975,0.131659,0.746822,0.094744,0.521093,0.079563,0.098134,0.030982,0.058365,0.025318,0.137165,0.033271,0.085132033113512,0.038695,0.397982,0.055305
0.455816,0.075534,0.612234,0.070562,0.455968,0.105927,0.395698,0.164385,0.586747,0.085524,1.463993,0.398678,1.041726,0.149096,0.704974,0.35099,0.085132033113512,0.041326,0.944964,0.192674
0.530403,0.075268,0.003643,0.016869,0.003643,0.016324,0.003643,0.000424,0.046448,0.039169,0.003643,0.007194,0.466149,0.080598,0.666478,0.113891,0.085132033113512,0.035441,0.475346,0.072559
0.137797,0.036644,0.319533,0.046947,0.483323,0.066764,0.267133,0.047118,0.003643,0.003636,0.003643,0.008805,0.003643,0.008112,0.003643,0.064403,0.085132033113512,0.04055,0.003643,0.00345
