segment_index,bitrate_kbps,download_time_ms,cumulative_qoe
161,4300,12133.886922623411,473.1315010975013
162,4300,9894.341469452163,476.1225929914988
163,4300,10565.12612324234,479.11368488549624
164,4300,10108.641493272637,482.1047767794937
165,1850,4054.9440674435527,483.4090099062726
166,1850,257.1496266176643,485.55667241666083
167,4300,687.6667318293779,487.704334927049
168,4300,696.9018649567971,490.69542682104645
169,4300,680.9666497243618,493.6865187150439
170,4300,691.8073268952575,496.6776106090414
171,4300,662.9116784611174,499.66870250303884
172,4300,698.4848887672518,502.6597943970363
173,4300,700.8921137908036,505.65088629103377
174,4300,683.0249132765689,508.64197818503123
175,4300,716.7716808577736,511.6330700790287
176,4300,846.1327040029046,514.6241619730262
177,4300,748.1106925660343,517.6152538670236
178,4300,770.6806748332534,520.6063457610211
179,4300,961.3387635541395,523.5974376550186
180,4300,866.7082583894341,526.588529549016
181,4300,877.2576722640417,529.5796214430135
182,4300,852.5531750627292,532.570713337011
183,4300,855.5444444444445,535.5618052310084
184,4300,845.1233058477869,538.5528971250059
185,4300,862.1972798786845,541.5439890190033
186,4300,699.5744088434526,544.5350809130008
187,4300,747.0215683829946,547.5261728069983
188,4300,822.069149442804,550.5172647009957
189,4300,888.3599456275488,553.5083565949932
190,4300,734.8338921613049,556.4994484889907
191,4300,705.6545410744399,559.4905403829881
192,4300,715.1384806873846,562.4816322769856
193,4300,853.2369264133274,565.472724170983
194,4300,755.5657534246575,568.4638160649805
195,4300,770.3678082191781,571.454907958978
196,4300,868.3624559450936,574.4459998529754
197,4300,876.162864032647,577.4370917469729
198,4300,854.8300803115113,580.4281836409704
199,4300,794.8081929169609,583.4192755349678
